event_id,session_id,customer_id,event_type,page_url,event_timestamp,product_id
EVT-000046,675dd5af-3c36-5296-dca0-2eecacdabacc,CUS-00123,page_view,https://shopco.com/products/books,2022-09-10 00:00:00,
EVT-000047,a8499b92-6b52-52e3-14fc-dd549e8fc965,,page_view,https://shopco.com/products/books,2023-06-20 00:00:00,
EVT-000048,ab73295b-344a-54b8-42c1-8a62ef48e8d5,CUS-00322,checkout_start,https://shopco.com/cart,2022-09-29 00:00:00,
EVT-000049,750cab75-4ccc-9bc2-a53f-8a28abf3e3fc,CUS-00324,purchase,https://shopco.com/products/clothing,2022-01-10 00:00:00,PRD-0017
EVT-000050,ff002d4d-9020-59e4-ff9a-b5c29f044aed,CUS-00103,search,https://shopco.com/products/clothing,2023-07-05 00:00:00,
EVT-000051,5958a499-eeea-163e-21e8-ac6843e42caf,CUS-00071,product_view,https://shopco.com/cart,2023-01-14 00:00:00,PRD-0065
EVT-000052,b41b3143-8b10-550c-d570-4f32702cdd20,CUS-00310,add_to_cart,https://shopco.com/products/books,2024-04-06 00:00:00,PRD-0021
EVT-000053,4ca415ea-8dfa-6a56-d12d-bc9aaaf91531,,page_view,https://shopco.com/products/clothing,2024-06-18 00:00:00,
EVT-000054,1b66b5a9-e3c4-3657-1d8c-bbac43b409ef,,page_view,https://shopco.com/search,2022-10-06 00:00:00,
EVT-000055,341ef40b-57c7-00aa-b7b5-6ea735ebd32d,,add_to_cart,https://shopco.com/checkout,2023-06-02 00:00:00,PRD-0078
EVT-000056,d89a40c0-e87d-1c78-e7c4-21c740497b71,CUS-00053,search,https://shopco.com/products/clothing,2023-10-12 00:00:00,
EVT-000057,c56811cd-5563-f616-00e8-5ece0b49452d,CUS-00134,purchase,https://shopco.com/checkout,2022-06-15 00:00:00,PRD-0036
EVT-000058,8f9797b0-6d7c-e3c9-b4a6-9f3c8d3aed99,CUS-00010,search,https://shopco.com/products/clothing,2022-03-19 00:00:00,
EVT-000059,5e84f058-d5a8-04eb-0939-23de8babce3b,,page_view,https://shopco.com/products/sports,2022-06-01 00:00:00,
EVT-000060,e623a689-5d59-cd2a-4eea-04e70ab54bde,CUS-00041,purchase,https://shopco.com/home,2022-08-04 00:00:00,PRD-0017
EVT-000061,8f5486b7-c7b5-b2bc-5a8a-aeca1a50aec3,CUS-00417,product_view,https://shopco.com/products/books,2024-02-07 00:00:00,PRD-0086
EVT-000062,dd56cc94-3c9a-d14c-ee0c-aeb5ecfedb99,CUS-00167,page_view,https://shopco.com/search,2024-06-21 00:00:00,
EVT-000063,550a1b46-ecab-3301-bc8f-7d292dea9493,CUS-00422,purchase,https://shopco.com/cart,2022-10-01 00:00:00,PRD-0004
EVT-000064,61ee411a-1bac-27a7-b386-f7a4c991603f,CUS-00040,page_view,https://shopco.com/account,2022-08-16 00:00:00,
EVT-000065,cb9bc326-d20e-ac17-4e20-fd1a598336e3,CUS-00234,product_view,https://shopco.com/cart,2022-01-25 00:00:00,PRD-0059
EVT-000066,11c58ef0-dd46-3c09-4752-87aa5408f9ac,CUS-00286,product_view,https://shopco.com/home,2023-10-19 00:00:00,PRD-0052
EVT-000067,54c63cd8-8945-6f27-d7fa-2d8dfb2ca025,CUS-00029,purchase,https://shopco.com/products/clothing,2024-06-17 00:00:00,PRD-0087
EVT-000068,43f59a85-fbc9-f87a-f668-a61794a1875d,CUS-00040,add_to_cart,https://shopco.com/products/clothing,2023-09-03 00:00:00,PRD-0023
EVT-000069,6fb78271-504d-281f-c953-5b63ba81edd9,,purchase,https://shopco.com/products/sports,2022-04-29 00:00:00,PRD-0045
EVT-000070,b572f3d0-0b5c-ea6a-4135-7e8c30a900ad,CUS-00447,purchase,https://shopco.com/products/electronics,2023-06-17 00:00:00,PRD-0074
EVT-000071,aa0b7b14-f2e9-702d-11e9-cdaa6e6981a3,CUS-00339,product_view,https://shopco.com/products/books,2022-11-18 00:00:00,PRD-0047
EVT-000072,81d2c7de-4ce1-eb90-e669-7833b841d0a0,CUS-00317,page_view,https://shopco.com/deals,2022-12-01 00:00:00,
EVT-000073,6ba25efe-311c-6eb6-2095-eef68dedf9fb,,purchase,https://shopco.com/deals,2023-11-25 00:00:00,PRD-0038
EVT-000074,67f48ad5-4d0b-0d1a-91b0-e1d99d9262af,,page_view,https://shopco.com/products/electronics,2022-11-08 00:00:00,
EVT-000075,9b4e2c24-9479-e1e6-c927-7d9b6e0d2648,,add_to_cart,https://shopco.com/home,2023-04-22 00:00:00,PRD-0027
EVT-000076,82dc4c8e-36b5-229a-acf5-e81e71316269,CUS-00485,search,https://shopco.com/search,2023-11-06 00:00:00,
EVT-000077,a2086977-a9f2-5336-83f4-a9a948a639d0,,page_view,https://shopco.com/home,2022-04-06 00:00:00,
EVT-000078,32fa2de8-ce7a-e7f6-3982-0cff4f77a665,CUS-00151,product_view,https://shopco.com/products/electronics,2022-02-17 00:00:00,PRD-0087
EVT-000079,12a4def0-c4bb-b7a9-d988-68dd9c7c7377,CUS-00467,product_view,https://shopco.com/deals,2024-06-26 00:00:00,PRD-0061
EVT-000080,25c73c44-3e75-c3b4-664f-a6637e8f8095,,product_view,https://shopco.com/products/electronics,2024-02-08 00:00:00,PRD-0050
EVT-000081,2d06e8cf-3805-f907-6cd6-6193c7468f59,,page_view,https://shopco.com/account,2022-02-21 00:00:00,
EVT-000082,76f2dbfe-cd29-a36f-2222-82e174daaebf,,product_view,https://shopco.com/products/sports,2023-07-27 00:00:00,PRD-0016
EVT-000083,714c7df4-e434-7d51-c158-1092f335cba3,,checkout_start,https://shopco.com/products/sports,2023-03-13 00:00:00,
EVT-000084,dc8aee30-be60-33f7-28be-9288e5af6e39,CUS-00487,search,https://shopco.com/account,2022-09-23 00:00:00,
EVT-000085,8573e793-c715-b2b9-c40c-5d9146fde062,CUS-00497,product_view,https://shopco.com/cart,2022-10-09 00:00:00,PRD-0082
EVT-000086,3c07c574-4925-7af1-b6aa-e05b13d5f2f7,CUS-00279,search,https://shopco.com/home,2022-11-24 00:00:00,
EVT-000087,620e99d3-3b33-f3d8-269c-d696236c7b87,CUS-00157,page_view,https://shopco.com/cart,2022-03-07 00:00:00,
EVT-000088,6a702e2f-7746-d0ba-8ae8-905b54b4a482,CUS-00064,purchase,https://shopco.com/cart,2024-05-02 00:00:00,PRD-0053
EVT-000089,f2311f17-9586-3a76-c511-55ffe7a37e81,CUS-00021,purchase,https://shopco.com/products/books,2023-01-25 00:00:00,PRD-0050
EVT-000090,4c71e0fe-5a0c-dd7c-f157-8470018267c4,CUS-00400,search,https://shopco.com/deals,2023-07-06 00:00:00,
EVT-000091,7c5308bf-6f92-f25e-45df-16b6382c043f,CUS-00030,product_view,https://shopco.com/deals,2022-12-11 00:00:00,PRD-0063
EVT-000092,20ac3703-eb67-146a-77a6-e17cd72b6108,,purchase,https://shopco.com/products/sports,2022-01-28 00:00:00,PRD-0022
EVT-000093,157d94a1-06f0-28ff-a9ba-5a27907bfe36,,purchase,https://shopco.com/deals,2022-05-19 00:00:00,PRD-0076
EVT-000094,610cf373-4299-9aa4-0cdf-742b2e85cb21,CUS-00336,search,https://shopco.com/cart,2023-04-11 00:00:00,
EVT-000095,610e6a64-e130-1617-c2df-f33556666f9f,CUS-00285,checkout_start,https://shopco.com/deals,2022-09-16 00:00:00,
EVT-000096,8a175dfe-bfc0-0dc8-04f6-4d8678660765,CUS-00054,page_view,https://shopco.com/home,2022-08-18 00:00:00,
EVT-000097,0a4e5b70-a6d9-64a3-f510-ab53c7fee39f,CUS-00032,page_view,https://shopco.com/cart,2022-07-24 00:00:00,
EVT-000098,20500494-3d11-4802-2702-878b9f0fda8d,CUS-00485,page_view,https://shopco.com/products/clothing,2023-08-01 00:00:00,
EVT-000099,5e6fea07-c453-6f1d-4199-2fdfb31022f0,CUS-00172,product_view,https://shopco.com/products/books,2023-09-14 00:00:00,PRD-0060
EVT-000100,f6f7f0cc-29ec-8e49-d1bd-b8c0c71d5e60,CUS-00319,page_view,https://shopco.com/products/clothing,2023-08-16 00:00:00,
EVT-000101,ad66a1bd-9367-6a02-4fdc-6e1bedcb8cb6,CUS-00385,page_view,https://shopco.com/deals,2024-01-03 00:00:00,
EVT-000102,a092f52a-d4a0-57a7-b0cc-1b3b9793b9b4,CUS-00249,product_view,https://shopco.com/products/clothing,2023-12-15 00:00:00,PRD-0010
EVT-000103,cbd58bf6-1efd-76e9-ce37-14af99b49350,,add_to_cart,https://shopco.com/products/electronics,2022-12-22 00:00:00,PRD-0088
EVT-000104,a5c5650c-8186-a576-11a7-26095eddbbbf,CUS-00350,purchase,https://shopco.com/products/electronics,2024-05-19 00:00:00,PRD-0085
EVT-000105,5cb85aed-f5f6-2c97-6efb-63b11b049863,,purchase,https://shopco.com/account,2023-12-26 00:00:00,PRD-0063
EVT-000106,859131d2-bbda-0242-2d17-4fc96f7c15ea,,page_view,https://shopco.com/checkout,2023-09-23 00:00:00,
EVT-000107,bb2488a3-d363-57b6-6f81-cf4f7701f7bb,,search,https://shopco.com/checkout,2022-11-27 00:00:00,
EVT-000108,3e6dd58b-7367-c28d-e1b2-94de4767d76c,CUS-00476,product_view,https://shopco.com/products/books,2023-09-17 00:00:00,PRD-0012
EVT-000109,533420e6-d9d8-0b8d-7e8a-dee70758e201,CUS-00187,purchase,https://shopco.com/account,2022-08-06 00:00:00,PRD-0044
EVT-000110,4797b2c9-5720-7246-4223-623bcc3ebdde,,checkout_start,https://shopco.com/checkout,2023-07-24 00:00:00,
EVT-000111,15eabb27-30e9-12f2-f2b4-3abf8441aefd,CUS-00248,page_view,https://shopco.com/deals,2023-05-16 00:00:00,
EVT-000112,72bb912d-7da6-7785-b63b-4dc3a559e463,CUS-00018,product_view,https://shopco.com/products/clothing,2022-10-29 00:00:00,PRD-0061
EVT-000113,a9f948b2-4e63-84bb-3e49-3f43b118f68d,,product_view,https://shopco.com/home,2023-04-30 00:00:00,PRD-0052
EVT-000114,8ce6424d-bef5-9fe6-ff23-3d5f6cedd15d,CUS-00339,checkout_start,https://shopco.com/home,2023-12-21 00:00:00,
EVT-000115,3b048a8b-405b-fdc9-4e7e-d827455ac762,CUS-00124,search,https://shopco.com/cart,2022-11-20 00:00:00,
EVT-000116,c31edbbc-f36c-b62b-892e-6161be2d740a,CUS-00190,page_view,https://shopco.com/cart,2022-08-10 00:00:00,
EVT-000117,fa02eaec-96ef-2ad6-b97e-670346c8adfe,,search,https://shopco.com/products/books,2022-10-17 00:00:00,
EVT-000118,3a3c563e-4bd6-cee6-31b1-b099d52721e7,CUS-00370,page_view,https://shopco.com/search,2022-11-06 00:00:00,
EVT-000119,4639447b-2067-bdac-88bd-13d1b540b30e,CUS-00047,page_view,https://shopco.com/products/electronics,2023-07-21 00:00:00,
EVT-000120,7daa39f0-c0b6-fce2-de53-790aa34b6cf6,CUS-00106,add_to_cart,https://shopco.com/products/electronics,2023-08-11 00:00:00,PRD-0017
EVT-000121,2f32751e-5738-811d-70c2-903f7a8d03aa,CUS-00053,add_to_cart,https://shopco.com/checkout,2024-06-01 00:00:00,PRD-0061
EVT-000122,6694c343-10ba-58e3-d276-2bdc1d34d08e,,search,https://shopco.com/products/clothing,2023-08-14 00:00:00,
EVT-000123,90164161-cfa7-01cd-2631-d00b26d794d3,CUS-00312,page_view,https://shopco.com/products/clothing,2022-09-12 00:00:00,
EVT-000124,9b37a22b-6a8a-616f-c3b2-90d08edddfcd,,page_view,https://shopco.com/products/books,2022-08-20 00:00:00,
EVT-000125,dc33e1f9-4c1f-55ab-7156-29eee893be3d,,purchase,https://shopco.com/deals,2022-11-09 00:00:00,PRD-0058
EVT-000126,19675f06-bd76-7e35-f5c9-b0479c10c572,CUS-00213,page_view,https://shopco.com/cart,2022-09-28 00:00:00,
EVT-000127,8d4f5d27-2c7f-0b79-3d67-cde92834e4c0,CUS-00077,page_view,https://shopco.com/search,2022-01-03 00:00:00,
EVT-000128,4a8ff810-784c-2f29-9804-02a2b07aa066,CUS-00034,purchase,https://shopco.com/cart,2022-10-23 00:00:00,PRD-0058
EVT-000129,ec856f37-3bc1-a987-aff8-754d1238d630,CUS-00271,add_to_cart,https://shopco.com/products/books,2023-11-09 00:00:00,PRD-0059
EVT-000130,a5cb63a2-398d-1ca6-8b68-70b51d61fac3,CUS-00153,product_view,https://shopco.com/checkout,2024-04-26 00:00:00,PRD-0055
EVT-000131,cae9b4a7-2a79-ea68-0f44-704f1247ea4e,CUS-00315,page_view,https://shopco.com/products/books,2024-02-06 00:00:00,
EVT-000132,4dd8eb85-b04d-3376-77fc-97031fd5a423,CUS-00413,add_to_cart,https://shopco.com/checkout,2023-05-28 00:00:00,PRD-0057
EVT-000133,0a3450fc-9918-ee46-1497-d6587010f719,CUS-00443,search,https://shopco.com/home,2023-09-11 00:00:00,
EVT-000134,ac9ed156-f63f-ce41-3a9a-ca5e176132ed,,add_to_cart,https://shopco.com/products/books,2022-01-22 00:00:00,PRD-0004
EVT-000135,2cd94cbb-c19a-d58c-c35b-1c8c0a4c9f7f,CUS-00482,add_to_cart,https://shopco.com/products/sports,2023-10-30 00:00:00,PRD-0074
EVT-000136,ff37d19c-2e76-128b-4735-44f9ea83bf00,,search,https://shopco.com/deals,2023-10-13 00:00:00,
EVT-000137,5913f9d3-7852-99f4-175b-a98df8140102,CUS-00419,search,https://shopco.com/home,2022-11-25 00:00:00,
EVT-000138,6961929e-546e-035a-292b-d156db946570,,page_view,https://shopco.com/checkout,2023-11-10 00:00:00,
EVT-000139,50843242-168b-1625-746f-78910964fbbf,CUS-00259,purchase,https://shopco.com/home,2022-04-29 00:00:00,PRD-0071
EVT-000140,a85c6e4a-004b-6fab-fcf5-6188d32e6dcd,,purchase,https://shopco.com/account,2023-02-28 00:00:00,PRD-0066
EVT-000141,9f64eeed-5c9d-927d-84b8-71bb300568d2,,page_view,https://shopco.com/account,2024-02-18 00:00:00,
EVT-000142,218a1536-8c99-a894-445d-cc38341c6494,CUS-00295,page_view,https://shopco.com/account,2024-06-20 00:00:00,
EVT-000143,a14923c2-f920-264c-0763-fcd01f15c7b6,,search,https://shopco.com/cart,2023-12-28 00:00:00,
EVT-000144,8d605936-0380-2b70-8d03-c91e4f8d5238,CUS-00418,page_view,https://shopco.com/products/clothing,2022-08-19 00:00:00,
EVT-000145,a5d04d53-1e12-42e3-f272-92b6762172ed,CUS-00158,page_view,https://shopco.com/account,2024-01-04 00:00:00,
EVT-000146,d5b077e0-6a5d-932b-45ff-2c83b495db4e,CUS-00495,add_to_cart,https://shopco.com/account,2022-09-07 00:00:00,PRD-0066
EVT-000147,30cbd755-6232-b17a-2507-41818d1fb540,,search,https://shopco.com/products/sports,2024-02-04 00:00:00,
EVT-000148,c5ce099c-46b8-2659-11df-12d7dd30de89,CUS-00425,page_view,https://shopco.com/home,2024-03-17 00:00:00,
EVT-000149,d664d264-4c6e-27ff-b9de-7a3a486822b9,,add_to_cart,https://shopco.com/products/books,2023-11-07 00:00:00,PRD-0001
EVT-000150,89e06ab3-7250-ee18-260a-5962dd81b7f5,CUS-00496,search,https://shopco.com/home,2022-12-07 00:00:00,
EVT-000151,304b8590-de9e-3757-5260-001eeecf67d2,CUS-00245,purchase,https://shopco.com/products/books,2023-01-28 00:00:00,PRD-0059
EVT-000152,7914f8a8-bea4-ff31-5174-00f80b2c782a,CUS-00391,product_view,https://shopco.com/deals,2023-11-11 00:00:00,PRD-0053
EVT-000153,2051acef-097a-1e10-f6fe-bc0e7ecddbaf,,page_view,https://shopco.com/products/books,2022-12-06 00:00:00,
EVT-000154,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,,page_view,https://shopco.com/account,2022-01-16 00:00:00,
EVT-000155,f84f16b3-a79f-bfaf-def5-768968f45bce,CUS-00159,page_view,https://shopco.com/products/clothing,2023-04-26 00:00:00,
EVT-000156,a65bb1f2-65c1-7795-b155-16bc9f8ded97,CUS-00083,add_to_cart,https://shopco.com/home,2024-05-22 00:00:00,PRD-0044
EVT-000157,c268283e-e32f-2e63-b7fd-dd71a075e927,CUS-00500,purchase,https://shopco.com/products/sports,2022-02-06 00:00:00,PRD-0041
EVT-000158,ebc2026f-af34-cf65-a193-c4b23c19e71d,CUS-00295,page_view,https://shopco.com/cart,2024-02-04 00:00:00,
EVT-000159,c2a79689-1933-918c-fa74-57616f18c108,,page_view,https://shopco.com/products/clothing,2023-03-31 00:00:00,
EVT-000160,0769165f-e746-ccb9-4ca9-cf07b1aa0f6a,CUS-00048,page_view,https://shopco.com/home,2024-03-26 00:00:00,
EVT-000161,6e417d47-5ff5-95ea-5bc4-40f14b1a269b,CUS-00150,page_view,https://shopco.com/cart,2023-06-28 00:00:00,
EVT-000162,2b840c67-2e18-3554-cae2-8e66ae8a7813,CUS-00180,purchase,https://shopco.com/products/clothing,2023-09-17 00:00:00,PRD-0073
EVT-000163,e9af299d-7f67-1eec-3da7-0577aee1e86b,,purchase,https://shopco.com/search,2022-08-26 00:00:00,PRD-0080
EVT-000164,415d174a-75a6-6981-4104-a8b5a34db7c5,,search,https://shopco.com/products/electronics,2024-04-03 00:00:00,
EVT-000165,8beddb12-ad77-e82f-49a2-3a89e6b5a92c,CUS-00162,search,https://shopco.com/products/clothing,2023-03-29 00:00:00,
EVT-000166,a3917c99-4c95-5f6a-966b-1964fcd6bdca,CUS-00435,checkout_start,https://shopco.com/checkout,2023-04-13 00:00:00,
EVT-000167,7bb38605-da74-3152-627b-41a1ffd6f232,CUS-00110,add_to_cart,https://shopco.com/cart,2023-01-26 00:00:00,PRD-0026
EVT-000168,b303f438-fe21-10d0-4bbe-4aff9326dffd,CUS-00303,checkout_start,https://shopco.com/products/electronics,2024-04-29 00:00:00,
EVT-000169,af908e3c-dd75-0e98-90e0-b95f0212b554,CUS-00051,purchase,https://shopco.com/products/books,2024-02-03 00:00:00,PRD-0036
EVT-000170,4944051b-e726-be23-e776-b886d534ee1d,CUS-00236,search,https://shopco.com/products/books,2024-04-01 00:00:00,
EVT-000171,9ef2b93e-30ac-7d7b-a2f9-63a33810ae66,CUS-00257,checkout_start,https://shopco.com/search,2023-10-06 00:00:00,
EVT-000172,0a17991e-a576-9411-a0a1-1839e7457704,CUS-00317,page_view,https://shopco.com/account,2022-02-04 00:00:00,
EVT-000173,e8dd5e5a-1712-fb16-21a4-344fbb7bee03,CUS-00303,checkout_start,https://shopco.com/home,2024-02-05 00:00:00,
EVT-000174,8a16a06c-c958-e75e-21d5-3971336749b5,CUS-00375,purchase,https://shopco.com/products/sports,2023-05-29 00:00:00,PRD-0023
EVT-000175,f1b64afe-d31e-df1a-e9ff-1cae41c8ca8c,CUS-00494,add_to_cart,https://shopco.com/checkout,2024-02-04 00:00:00,PRD-0022
EVT-000176,f6802cdb-77e4-90c7-1d7b-c313cde22f1c,CUS-00078,checkout_start,https://shopco.com/search,2024-02-12 00:00:00,
EVT-000177,65bcc272-fadd-7ea3-aca5-e2fdb966442a,,product_view,https://shopco.com/home,2022-04-03 00:00:00,PRD-0087
EVT-000178,746cdb77-1fa3-82e8-895c-cd9943b38eb4,CUS-00378,purchase,https://shopco.com/checkout,2023-08-22 00:00:00,PRD-0002
EVT-000179,acc216a0-1bbc-91f7-5f18-e583f0b6f83f,CUS-00240,purchase,https://shopco.com/account,2022-01-26 00:00:00,PRD-0082
EVT-000180,a5cc8bf7-38ab-854c-9c2e-58deea4e3617,CUS-00065,checkout_start,https://shopco.com/account,2023-12-19 00:00:00,
EVT-000181,0b9bd934-23c8-6d30-1dde-7969688613db,CUS-00039,add_to_cart,https://shopco.com/checkout,2023-05-20 00:00:00,PRD-0084
EVT-000182,899ca782-e323-6d1a-3c1b-dacc18e19331,CUS-00139,page_view,https://shopco.com/deals,2023-04-10 00:00:00,
EVT-000183,b24cc64f-be3e-6e57-f30a-9e32aba4fc03,,checkout_start,https://shopco.com/deals,2023-08-25 00:00:00,
EVT-000184,19597b5a-a7a8-f636-6a35-df59e2aa7a5d,,page_view,https://shopco.com/products/books,2023-02-22 00:00:00,
EVT-000185,71818dcf-379e-fc6e-5edb-0d3cb0b63bcf,CUS-00456,add_to_cart,https://shopco.com/cart,2024-05-25 00:00:00,PRD-0005
EVT-000186,5e09a9ee-af88-bdec-fb1e-143b196f4dfa,,checkout_start,https://shopco.com/home,2022-03-04 00:00:00,
EVT-000187,f2f25eef-1f45-dbfd-f7dc-67e030974b2b,CUS-00466,purchase,https://shopco.com/products/clothing,2023-11-10 00:00:00,PRD-0036
EVT-000188,0577aea9-f899-9246-98de-8ebba3b5cece,CUS-00052,product_view,https://shopco.com/home,2022-09-07 00:00:00,PRD-0083
EVT-000189,11906f50-3488-5a46-9088-2eafc9776598,,page_view,https://shopco.com/cart,2023-08-24 00:00:00,
EVT-000190,c9e48e8c-25c6-1c45-c63d-04ee541c7a86,,product_view,https://shopco.com/products/electronics,2022-10-11 00:00:00,PRD-0030
EVT-000191,402adf9c-8a4b-8f7c-2147-2a15fcce96f6,CUS-00179,page_view,https://shopco.com/products/clothing,2023-11-08 00:00:00,
EVT-000192,ca3c6f5f-5bb5-c40c-03cd-e2e321bddb41,CUS-00244,page_view,https://shopco.com/products/books,2022-11-28 00:00:00,
EVT-000193,20733f6d-0d6a-05b3-43ef-20162c9b662e,CUS-00432,page_view,https://shopco.com/products/sports,2022-04-27 00:00:00,
