order_item_id,order_id,product_id,quantity,unit_price
ITEM-000135,ORD-000054,PRD-0039,3,130.62
ITEM-000136,ORD-000054,PRD-0053,2,166.94
ITEM-000137,ORD-000055,PRD-0071,1,84.82
ITEM-000138,ORD-000055,PRD-0086,2,274.15
ITEM-000139,ORD-000055,PRD-0023,3,231.95
ITEM-000140,ORD-000056,PRD-0071,1,128.51
ITEM-000141,ORD-000056,PRD-0027,2,316.45
ITEM-000142,ORD-000056,PRD-0078,3,135.68
ITEM-000143,ORD-000056,PRD-0057,2,273.49
ITEM-000144,ORD-000057,PRD-0022,3,43.07
ITEM-000145,ORD-000057,PRD-0066,3,256.85
ITEM-000146,ORD-000057,PRD-0043,1,329.19
ITEM-000147,ORD-000057,PRD-0031,3,131.06
ITEM-000148,ORD-000058,PRD-0019,1,28.02
ITEM-000149,ORD-000058,PRD-0061,3,341.4
ITEM-000150,ORD-000059,PRD-0059,2,355.59
ITEM-000151,ORD-000060,PRD-0050,2,165.86
ITEM-000152,ORD-000060,PRD-0019,3,278.17
ITEM-000153,ORD-000061,PRD-0055,1,78.6
ITEM-000154,ORD-000062,PRD-0007,3,107.19
ITEM-000155,ORD-000062,PRD-0016,2,62.0
ITEM-000156,ORD-000062,PRD-0060,3,217.14
ITEM-000157,ORD-000062,PRD-0072,3,133.75
ITEM-000158,ORD-000063,PRD-0079,3,357.89
ITEM-000159,ORD-000063,PRD-0055,3,183.91
ITEM-000160,ORD-000063,PRD-0021,3,345.98
ITEM-000161,ORD-000063,PRD-0058,2,303.19
ITEM-000162,ORD-000064,PRD-0067,2,254.43
ITEM-000163,ORD-000064,PRD-0036,2,40.22
ITEM-000164,ORD-000064,PRD-0037,1,115.97
ITEM-000165,ORD-000065,PRD-0070,1,63.97
ITEM-000166,ORD-000065,PRD-0030,2,280.64
ITEM-000167,ORD-000065,PRD-0028,1,171.8
ITEM-000168,ORD-000066,PRD-0070,2,172.15
ITEM-000169,ORD-000066,PRD-0027,2,161.9
ITEM-000170,ORD-000066,PRD-0075,3,17.62
ITEM-000171,ORD-000067,PRD-0062,1,377.67
ITEM-000172,ORD-000067,PRD-0039,2,342.84
ITEM-000173,ORD-000067,PRD-0054,3,301.53
ITEM-000174,ORD-000067,PRD-0070,3,360.15
ITEM-000175,ORD-000068,PRD-0029,2,179.98
ITEM-000176,ORD-000068,PRD-0004,2,141.09
ITEM-000177,ORD-000068,PRD-0087,2,292.43
ITEM-000178,ORD-000068,PRD-0060,1,392.48
ITEM-000179,ORD-000069,PRD-0051,3,230.11
ITEM-000180,ORD-000070,PRD-0011,3,177.16
ITEM-000181,ORD-000071,PRD-0024,1,111.46
ITEM-000182,ORD-000071,PRD-0042,1,187.33
ITEM-000183,ORD-000071,PRD-0044,2,118.52
ITEM-000184,ORD-000071,PRD-0054,2,335.62
ITEM-000185,ORD-000072,PRD-0003,3,220.37
ITEM-000186,ORD-000072,PRD-0045,1,263.56
ITEM-000187,ORD-000072,PRD-0084,1,304.15
ITEM-000188,ORD-000072,PRD-0032,1,337.3
ITEM-000189,ORD-000073,PRD-0031,1,194.69
ITEM-000190,ORD-000073,PRD-0015,3,379.63
ITEM-000191,ORD-000074,PRD-0033,2,75.44
ITEM-000192,ORD-000074,PRD-0078,3,290.16
ITEM-000193,ORD-000074,PRD-0021,2,52.16
ITEM-000194,ORD-000074,PRD-0004,2,234.56
ITEM-000195,ORD-000075,PRD-0051,3,87.35
ITEM-000196,ORD-000075,PRD-0076,3,333.92
ITEM-000197,ORD-000075,PRD-0032,1,281.91
ITEM-000198,ORD-000075,PRD-0039,3,244.16
ITEM-000199,ORD-000076,PRD-0073,1,145.41
ITEM-000200,ORD-000077,PRD-0085,2,36.89
ITEM-000201,ORD-000077,PRD-0083,2,14.93
ITEM-000202,ORD-000077,PRD-0054,2,51.16
ITEM-000203,ORD-000077,PRD-0047,3,357.71
ITEM-000204,ORD-000078,PRD-0020,2,78.69
ITEM-000205,ORD-000078,PRD-0067,3,115.33
ITEM-000206,ORD-000078,PRD-0069,2,191.3
ITEM-000207,ORD-000078,PRD-0076,2,135.7
ITEM-000208,ORD-000079,PRD-0012,2,353.84
ITEM-000209,ORD-000079,PRD-0032,2,232.24
ITEM-000210,ORD-000080,PRD-0044,1,202.78
ITEM-000211,ORD-000080,PRD-0042,1,200.14
ITEM-000212,ORD-000080,PRD-0046,2,142.73
ITEM-000213,ORD-000080,PRD-0077,3,353.24
ITEM-000214,ORD-000081,PRD-0067,1,43.39
ITEM-000215,ORD-000082,PRD-0063,3,305.68
ITEM-000216,ORD-000082,PRD-0061,3,287.62
ITEM-000217,ORD-000082,PRD-0058,1,46.29
ITEM-000218,ORD-000082,PRD-0029,2,279.8
ITEM-000219,ORD-000083,PRD-0085,3,153.92
ITEM-000220,ORD-000083,PRD-0071,3,144.07
ITEM-000221,ORD-000083,PRD-0071,2,147.21
ITEM-000222,ORD-000084,PRD-0035,2,108.05
ITEM-000223,ORD-000084,PRD-0016,3,85.11
ITEM-000224,ORD-000084,PRD-0016,3,218.99
ITEM-000225,ORD-000084,PRD-0024,1,94.39
ITEM-000226,ORD-000085,PRD-0036,3,239.94
ITEM-000227,ORD-000085,PRD-0068,3,120.37
ITEM-000228,ORD-000085,PRD-0013,1,125.54
ITEM-000229,ORD-000085,PRD-0047,1,127.88
ITEM-000230,ORD-000086,PRD-0036,1,389.98
ITEM-000231,ORD-000086,PRD-0071,2,281.99
ITEM-000232,ORD-000087,PRD-0082,2,50.01
ITEM-000233,ORD-000087,PRD-0002,3,120.89
ITEM-000234,ORD-000088,PRD-0057,2,81.9
ITEM-000235,ORD-000088,PRD-0007,2,377.01
ITEM-000236,ORD-000088,PRD-0062,1,330.63
ITEM-000237,ORD-000088,PRD-0052,2,38.89
ITEM-000238,ORD-000089,PRD-0020,1,326.35
ITEM-000239,ORD-000090,PRD-0011,1,56.2
ITEM-000240,ORD-000090,PRD-0054,3,242.49
ITEM-000241,ORD-000090,PRD-0080,1,312.52
ITEM-000242,ORD-000091,PRD-0058,2,125.97
ITEM-000243,ORD-000091,PRD-0076,2,129.1
ITEM-000244,ORD-000091,PRD-0080,1,247.76
ITEM-000245,ORD-000091,PRD-0013,1,253.95
ITEM-000246,ORD-000092,PRD-0085,1,71.25
ITEM-000247,ORD-000092,PRD-0023,3,39.28
ITEM-000248,ORD-000092,PRD-0001,2,185.7
ITEM-000249,ORD-000093,PRD-0038,1,100.28
ITEM-000250,ORD-000093,PRD-0037,3,345.25
ITEM-000251,ORD-000093,PRD-0010,3,101.04
ITEM-000252,ORD-000093,PRD-0034,3,240.02
ITEM-000253,ORD-000094,PRD-0055,1,222.38
ITEM-000254,ORD-000094,PRD-0083,1,364.28
ITEM-000255,ORD-000095,PRD-0010,1,74.71
ITEM-000256,ORD-000095,PRD-0040,3,302.09
ITEM-000257,ORD-000096,PRD-0057,1,192.79
ITEM-000258,ORD-000096,PRD-0039,3,166.98
ITEM-000259,ORD-000096,PRD-0035,3,220.59
ITEM-000260,ORD-000097,PRD-0011,3,25.55
ITEM-000261,ORD-000097,PRD-0056,3,135.71
ITEM-000262,ORD-000097,PRD-0033,1,45.62
ITEM-000263,ORD-000097,PRD-0087,3,238.98
ITEM-000264,ORD-000098,PRD-0087,2,234.74
ITEM-000265,ORD-000099,PRD-0061,3,264.09
ITEM-000266,ORD-000099,PRD-0036,1,398.81
ITEM-000267,ORD-000100,PRD-0082,2,387.93
ITEM-000268,ORD-000100,PRD-0061,2,169.26
ITEM-000269,ORD-000100,PRD-0042,3,50.79
ITEM-000270,ORD-000100,PRD-0021,2,170.54
ITEM-000271,ORD-000101,PRD-0037,3,378.63
ITEM-000272,ORD-000101,PRD-0071,1,187.38
ITEM-000273,ORD-000101,PRD-0041,2,136.08
ITEM-000274,ORD-000101,PRD-0052,3,331.72
ITEM-000275,ORD-000102,PRD-0085,3,190.17
ITEM-000276,ORD-000103,PRD-0025,3,151.09
ITEM-000277,ORD-000104,PRD-0081,2,306.4
ITEM-000278,ORD-000104,PRD-0027,2,224.2
ITEM-000279,ORD-000104,PRD-0037,2,353.53
ITEM-000280,ORD-000104,PRD-0063,1,21.26
ITEM-000281,ORD-000105,PRD-0021,2,224.83
ITEM-000282,ORD-000105,PRD-0071,2,46.35
ITEM-000283,ORD-000106,PRD-0060,1,262.61
ITEM-000284,ORD-000107,PRD-0064,3,123.83
ITEM-000285,ORD-000107,PRD-0035,2,335.54
ITEM-000286,ORD-000108,PRD-0032,2,224.99
ITEM-000287,ORD-000108,PRD-0050,1,369.53
ITEM-000288,ORD-000108,PRD-0066,3,352.94
ITEM-000289,ORD-000108,PRD-0009,2,311.34
ITEM-000290,ORD-000109,PRD-0044,3,114.2
ITEM-000291,ORD-000109,PRD-0001,2,293.16
ITEM-000292,ORD-000109,PRD-0076,3,399.57
ITEM-000293,ORD-000109,PRD-0063,1,184.15
ITEM-000294,ORD-000110,PRD-0045,2,225.25
ITEM-000295,ORD-000110,PRD-0070,2,187.58
ITEM-000296,ORD-000110,PRD-0042,1,392.5
ITEM-000297,ORD-000110,PRD-0031,3,159.36
ITEM-000298,ORD-000111,PRD-0006,2,300.44
ITEM-000299,ORD-000111,PRD-0049,2,395.48
ITEM-000300,ORD-000111,PRD-0084,1,203.18
ITEM-000301,ORD-000111,PRD-0005,1,205.89
ITEM-000302,ORD-000112,PRD-0013,2,48.89
ITEM-000303,ORD-000112,PRD-0059,1,291.75
ITEM-000304,ORD-000112,PRD-0053,3,388.28
ITEM-000305,ORD-000113,PRD-0061,2,142.04
ITEM-000306,ORD-000114,PRD-0084,1,342.19
ITEM-000307,ORD-000114,PRD-0087,3,158.2
ITEM-000308,ORD-000114,PRD-0041,3,290.3
ITEM-000309,ORD-000114,PRD-0063,3,24.0
ITEM-000310,ORD-000115,PRD-0031,3,276.92
ITEM-000311,ORD-000116,PRD-0030,3,45.25
ITEM-000312,ORD-000116,PRD-0013,3,284.52
ITEM-000313,ORD-000116,PRD-0013,2,74.88
ITEM-000314,ORD-000117,PRD-0004,1,136.51
ITEM-000315,ORD-000117,PRD-0008,2,149.8
ITEM-000316,ORD-000117,PRD-0056,1,105.24
ITEM-000317,ORD-000118,PRD-0073,3,319.08
ITEM-000318,ORD-000118,PRD-0022,1,40.8
ITEM-000319,ORD-000118,PRD-0049,3,276.42
ITEM-000320,ORD-000118,PRD-0064,3,65.82
ITEM-000321,ORD-000119,PRD-0082,2,189.23
ITEM-000322,ORD-000119,PRD-0086,1,360.57
ITEM-000323,ORD-000119,PRD-0060,2,274.27
ITEM-000324,ORD-000119,PRD-0021,1,182.27
ITEM-000325,ORD-000120,PRD-0076,2,259.19
ITEM-000326,ORD-000120,PRD-0055,3,107.54
ITEM-000327,ORD-000120,PRD-0039,1,399.76
ITEM-000328,ORD-000121,PRD-0014,1,158.73
ITEM-000329,ORD-000121,PRD-0046,3,125.39
ITEM-000330,ORD-000121,PRD-0038,1,391.4
ITEM-000331,ORD-000121,PRD-0085,2,117.05
ITEM-000332,ORD-000122,PRD-0078,3,203.72
ITEM-000333,ORD-000123,PRD-0030,3,322.75
ITEM-000334,ORD-000123,PRD-0029,3,84.15
ITEM-000335,ORD-000123,PRD-0033,3,304.68
ITEM-000336,ORD-000124,PRD-0081,1,362.33
ITEM-000337,ORD-000124,PRD-0083,1,130.48
ITEM-000338,ORD-000125,PRD-0005,3,152.3
ITEM-000339,ORD-000125,PRD-0017,1,364.75
ITEM-000340,ORD-000125,PRD-0042,3,172.05
ITEM-000341,ORD-000125,PRD-0026,1,316.74
ITEM-000342,ORD-000126,PRD-0068,3,366.26
ITEM-000343,ORD-000126,PRD-0022,2,366.48
ITEM-000344,ORD-000126,PRD-0062,2,301.16
ITEM-000345,ORD-000127,PRD-0015,2,385.53
ITEM-000346,ORD-000127,PRD-0019,1,345.45
ITEM-000347,ORD-000127,PRD-0087,2,387.24
ITEM-000348,ORD-000128,PRD-0012,2,15.43
ITEM-000349,ORD-000128,PRD-0069,1,187.37
ITEM-000350,ORD-000128,PRD-0087,3,272.21
ITEM-000351,ORD-000129,PRD-0082,2,52.25
ITEM-000352,ORD-000129,PRD-0030,2,19.76
ITEM-000353,ORD-000129,PRD-0072,2,366.95
ITEM-000354,ORD-000129,PRD-0029,3,34.65
ITEM-000355,ORD-000130,PRD-0039,3,169.24
ITEM-000356,ORD-000130,PRD-0018,1,379.04
ITEM-000357,ORD-000130,PRD-0039,2,55.29
ITEM-000358,ORD-000130,PRD-0031,3,62.91
ITEM-000359,ORD-000131,PRD-0048,3,380.26
ITEM-000360,ORD-000131,PRD-0070,2,239.06
ITEM-000361,ORD-000131,PRD-0020,2,265.42
ITEM-000362,ORD-000131,PRD-0063,3,169.17
ITEM-000363,ORD-000132,PRD-0005,3,154.51
ITEM-000364,ORD-000132,PRD-0057,2,380.72
ITEM-000365,ORD-000132,PRD-0047,1,392.56
ITEM-000366,ORD-000133,PRD-0070,3,149.88
ITEM-000367,ORD-000133,PRD-0051,2,84.03
ITEM-000368,ORD-000133,PRD-0016,2,45.75
ITEM-000369,ORD-000134,PRD-0083,3,242.89
ITEM-000370,ORD-000134,PRD-0003,1,316.85
ITEM-000371,ORD-000135,PRD-0017,3,90.03
ITEM-000372,ORD-000135,PRD-0071,1,238.69
ITEM-000373,ORD-000136,PRD-0043,1,317.57
ITEM-000374,ORD-000136,PRD-0077,1,118.14
ITEM-000375,ORD-000137,PRD-0017,3,107.76
ITEM-000376,ORD-000137,PRD-0023,1,267.81
ITEM-000377,ORD-000138,PRD-0017,1,149.71
ITEM-000378,ORD-000139,PRD-0076,2,16.15
ITEM-000379,ORD-000139,PRD-0034,1,59.44
ITEM-000380,ORD-000140,PRD-0068,1,300.81
ITEM-000381,ORD-000140,PRD-0061,2,313.43
ITEM-000382,ORD-000140,PRD-0066,3,52.53
ITEM-000383,ORD-000140,PRD-0065,1,378.71
ITEM-000384,ORD-000141,PRD-0085,3,127.64
ITEM-000385,ORD-000142,PRD-0008,2,340.45
ITEM-000386,ORD-000143,PRD-0088,1,201.2
ITEM-000387,ORD-000143,PRD-0057,1,360.71
ITEM-000388,ORD-000143,PRD-0042,3,67.85
ITEM-000389,ORD-000143,PRD-0017,2,253.48
ITEM-000390,ORD-000144,PRD-0049,3,216.92
ITEM-000391,ORD-000144,PRD-0059,3,246.12
ITEM-000392,ORD-000144,PRD-0013,3,54.62
ITEM-000393,ORD-000145,PRD-0056,2,356.36
ITEM-000394,ORD-000145,PRD-0053,2,332.69
ITEM-000395,ORD-000146,PRD-0054,3,47.08
ITEM-000396,ORD-000146,PRD-0055,2,269.39
ITEM-000397,ORD-000146,PRD-0048,1,277.86
ITEM-000398,ORD-000146,PRD-0061,1,45.58
ITEM-000399,ORD-000147,PRD-0012,2,47.66
ITEM-000400,ORD-000148,PRD-0017,3,33.39
ITEM-000401,ORD-000148,PRD-0072,3,138.56
ITEM-000402,ORD-000148,PRD-0016,2,147.9
ITEM-000403,ORD-000149,PRD-0007,2,244.16
ITEM-000404,ORD-000149,PRD-0046,1,235.39
ITEM-000405,ORD-000149,PRD-0028,1,266.13
ITEM-000406,ORD-000149,PRD-0029,1,146.54
ITEM-000407,ORD-000150,PRD-0015,2,233.9
ITEM-000408,ORD-000150,PRD-0055,3,390.07
ITEM-000409,ORD-000150,PRD-0080,3,273.24
ITEM-000410,ORD-000151,PRD-0078,3,333.49
ITEM-000411,ORD-000152,PRD-0004,1,116.58
ITEM-000412,ORD-000152,PRD-0040,2,146.9
ITEM-000413,ORD-000152,PRD-0024,1,230.87
ITEM-000414,ORD-000153,PRD-0009,1,298.98
ITEM-000415,ORD-000153,PRD-0004,1,300.98
ITEM-000416,ORD-000153,PRD-0028,2,173.73
ITEM-000417,ORD-000153,PRD-0044,1,154.32
ITEM-000418,ORD-000154,PRD-0073,3,43.13
ITEM-000419,ORD-000154,PRD-0007,1,71.39
ITEM-000420,ORD-000154,PRD-0080,1,272.85
ITEM-000421,ORD-000155,PRD-0057,3,175.37
ITEM-000422,ORD-000155,PRD-0078,2,171.53
ITEM-000423,ORD-000155,PRD-0028,3,54.39
ITEM-000424,ORD-000156,PRD-0015,2,274.5
ITEM-000425,ORD-000156,PRD-0076,2,215.5
ITEM-000426,ORD-000156,PRD-0040,1,96.0
ITEM-000427,ORD-000156,PRD-0077,1,13.0
ITEM-000428,ORD-000157,PRD-0028,1,308.02
ITEM-000429,ORD-000157,PRD-0038,2,56.79
ITEM-000430,ORD-000157,PRD-0064,3,177.96
ITEM-000431,ORD-000158,PRD-0049,3,284.43
ITEM-000432,ORD-000158,PRD-0065,3,335.01
ITEM-000433,ORD-000159,PRD-0010,2,346.09
ITEM-000434,ORD-000159,PRD-0006,2,17.31
ITEM-000435,ORD-000159,PRD-0010,2,234.55
ITEM-000436,ORD-000160,PRD-0082,2,122.91
ITEM-000437,ORD-000160,PRD-0052,1,386.82
ITEM-000438,ORD-000160,PRD-0022,3,189.44
ITEM-000439,ORD-000160,PRD-0047,1,180.32
ITEM-000440,ORD-000161,PRD-0032,2,239.66
ITEM-000441,ORD-000162,PRD-0051,2,300.86
ITEM-000442,ORD-000163,PRD-0043,1,39.79
ITEM-000443,ORD-000163,PRD-0082,1,216.94
ITEM-000444,ORD-000164,PRD-0045,2,293.68
ITEM-000445,ORD-000164,PRD-0083,1,102.14
ITEM-000446,ORD-000165,PRD-0033,1,77.66
ITEM-000447,ORD-000165,PRD-0020,3,39.39
ITEM-000448,ORD-000166,PRD-0060,3,306.35
ITEM-000449,ORD-000166,PRD-0058,3,370.42
ITEM-000450,ORD-000166,PRD-0073,3,257.77
ITEM-000451,ORD-000166,PRD-0080,2,347.06
ITEM-000452,ORD-000167,PRD-0020,2,36.63
ITEM-000453,ORD-000167,PRD-0057,3,128.1
ITEM-000454,ORD-000167,PRD-0036,3,31.91
ITEM-000455,ORD-000168,PRD-0040,2,186.25
ITEM-000456,ORD-000169,PRD-0048,2,39.93
ITEM-000457,ORD-000170,PRD-0079,3,207.76
ITEM-000458,ORD-000171,PRD-0075,3,382.15
ITEM-000459,ORD-000171,PRD-0006,2,364.53
ITEM-000460,ORD-000171,PRD-0074,3,83.41
ITEM-000461,ORD-000171,PRD-0078,2,205.53
ITEM-000462,ORD-000172,PRD-0058,1,326.28
ITEM-000463,ORD-000173,PRD-0011,3,261.99
ITEM-000464,ORD-000173,PRD-0006,1,285.97
ITEM-000465,ORD-000173,PRD-0057,3,213.87
ITEM-000466,ORD-000174,PRD-0047,2,368.0
ITEM-000467,ORD-000174,PRD-0050,2,312.04
ITEM-000468,ORD-000175,PRD-0081,3,140.51
ITEM-000469,ORD-000176,PRD-0013,3,274.57
ITEM-000470,ORD-000176,PRD-0037,2,292.26
ITEM-000471,ORD-000176,PRD-0085,3,350.58
ITEM-000472,ORD-000177,PRD-0011,3,268.81
ITEM-000473,ORD-000177,PRD-0045,2,387.4
ITEM-000474,ORD-000177,PRD-0085,2,60.29
ITEM-000475,ORD-000178,PRD-0040,3,156.9
ITEM-000476,ORD-000179,PRD-0017,3,284.1
ITEM-000477,ORD-000179,PRD-0088,3,46.45
ITEM-000478,ORD-000179,PRD-0086,2,208.31
ITEM-000479,ORD-000180,PRD-0047,2,80.3
ITEM-000480,ORD-000181,PRD-0044,2,84.88
ITEM-000481,ORD-000181,PRD-0018,1,40.09
ITEM-000482,ORD-000182,PRD-0065,3,335.7
ITEM-000483,ORD-000183,PRD-0085,2,351.79
ITEM-000484,ORD-000184,PRD-0077,2,70.16
ITEM-000485,ORD-000184,PRD-0024,3,310.73
ITEM-000486,ORD-000185,PRD-0057,1,170.23
ITEM-000487,ORD-000185,PRD-0087,3,102.64
ITEM-000488,ORD-000186,PRD-0079,2,303.43
ITEM-000489,ORD-000186,PRD-0058,1,218.26
ITEM-000490,ORD-000186,PRD-0040,2,362.55
ITEM-000491,ORD-000186,PRD-0025,2,274.54
ITEM-000492,ORD-000187,PRD-0060,2,313.47
ITEM-000493,ORD-000187,PRD-0065,3,173.28
ITEM-000494,ORD-000187,PRD-0021,1,322.49
ITEM-000495,ORD-000187,PRD-0018,2,30.35
ITEM-000496,ORD-000188,PRD-0048,3,374.37
ITEM-000497,ORD-000188,PRD-0067,1,121.17
ITEM-000498,ORD-000188,PRD-0021,2,185.23
